id,latitude,longitude,alcance_m
618,-14.194228073569825,-35.01092347435977,1755
619,-28.078984140212604,-38.200000084802255,690
620,-8.982708623385012,-44.57866738461789,1145
621,3.620835488536212,-55.15738426831348,1621
622,-2.266572562777318,-61.66346401657496,1796
623,-19.47440297320616,-68.92935138525183,1795
624,-20.272117543135728,-44.58849379673399,813
625,-20.34041274563802,-43.46409017847152,544
626,-27.52401010824918,-44.34086307735383,827
627,-0.4097642509141526,-53.44091883514119,991
628,-26.567622600278984,-51.60387811347474,978
629,-2.5071559730481656,-44.53932604956275,1447
630,-12.896353716757218,-63.97344654448421,1790
631,-33.68020791506804,-46.28904124296691,1711
632,-0.6962633547296395,-57.18578262084933,1684
633,-9.113782050620545,-37.79533184414343,1474
634,-29.816530557772985,-35.55158176664682,1721
635,-8.670067386348407,-63.58467071597376,686
636,-6.471281448224634,-51.67487648163653,925
637,-9.839669436629164,-39.46264656418624,1039
638,-28.931575063975124,-66.2113102239099,1331
639,-4.857138247061107,-49.68924643157524,1398
640,3.929037564792005,-46.59450414012465,845
641,-29.951413687424527,-41.95494753144572,813
642,-32.66921176298395,-39.67268646892214,1375
643,-15.426713896105396,-51.00354982575757,1551
644,-22.273900495024904,-35.55403376209153,1787
645,-21.622233060304005,-45.05233779251331,714
646,4.234251461703508,-55.42526171067651,1122
647,-2.099405473887796,-58.56672534115595,1667
648,2.8870137851814803,-55.70823203520369,1195
649,-7.07589195100618,-44.127365368325314,1432
650,-6.835100547112406,-44.63956819907679,1159
651,-31.141410134418653,-46.58529386610383,1130
652,-16.53293551399283,-45.17143723096532,1643
653,-7.368259107782296,-35.167813653359914,1279
654,-4.542390754315685,-34.85162494025258,1156
655,5.176275149240933,-45.08762827296154,1507
656,-13.087141793456938,-40.78069847128543,1473
657,-30.182756861604407,-38.80167990829334,397
658,-13.472077184270647,-47.28954956443545,1700
659,-25.749693777558445,-46.35597622605864,897
660,-30.49611441788749,-40.69063456401594,942
661,-4.574880695528849,-34.51337651276795,1064
662,-12.03796275367095,-49.64790768871763,665
663,-10.385304119356109,-45.33414799888098,601
664,-12.389426902766786,-35.49415725521312,1732
665,0.800940015878818,-49.734079121344536,1665
666,4.0766559025596365,-50.35673774959231,1659
667,-7.350580472722355,-55.63644083064172,1274
668,-26.364193541898825,-48.61641509437678,1523
669,-9.797116384036231,-50.77801971924403,1148
670,-0.921380976688476,-48.80635535185914,1336
671,-6.604552225021287,-66.04521594788831,1667
672,-8.971501789754356,-54.28208649841351,760
673,-28.21597502745564,-50.34010720774707,972
674,-11.23126152468481,-57.76372568909053,863
675,-24.866240014611986,-70.1939447734883,418
676,-2.8678620966390955,-38.64793237183802,1371
677,-15.298169356724724,-46.93496602768949,1649
678,-27.569743655993317,-51.29327445967459,879
679,-5.993483561724444,-41.68264657568028,1070
680,-10.30363272073948,-43.34844020437418,1799
681,-18.412835321810288,-37.22190442503498,1730
682,5.32058465441208,-46.957850853611085,672
683,-13.20684128141312,-38.51155672072126,424
684,-9.115432803358434,-44.16297807022767,962
685,-11.534559013007229,-42.43740078567738,1177
686,-8.821061347579064,-37.65491795998543,953
687,4.1932921317043,-59.8053827303562,1221
688,-14.84025728951428,-38.9444593441318,1124
689,1.0763540173020028,-53.57843103702599,892
690,-27.37410250715184,-68.33132890129022,1757
691,-21.484523286355675,-34.05229760389386,1787
692,-4.903760956577186,-49.50101797183537,780
693,-15.142370819884755,-49.37657098735175,1353
694,-3.7125461888595215,-48.954521123039214,964
695,-33.46723401515128,-63.1271932314837,1781
696,-19.579662397623665,-42.97068440873835,1693
697,-21.073636885368387,-46.23823165657615,1765
698,-20.43032236561352,-49.073351352400415,1198
699,-2.577976778057702,-55.61168762153819,1678
700,-24.86647608580918,-49.06521875320362,967
701,-10.0528419129228,-52.64792758573459,1684
702,-33.28568624152241,-51.18092687568183,1071
703,-4.782870583870853,-47.80452799271036,1559
704,-4.263726674091711,-51.873483632419415,1244
705,-5.177104052520658,-48.69671210251944,1397
706,4.093211821172526,-50.97031174884094,1287
707,-20.4072151032362,-70.55423990681999,1099
708,-3.0952483692061854,-41.0410085500472,410
709,2.3871985221875898,-59.0094481918098,1515
710,-16.502011175436383,-44.27430387698524,809
711,-5.858006376348767,-59.14579496324735,862
712,-5.158309291667891,-40.409959412484696,1751
713,-22.360625196210016,-48.40839061464516,1358
714,-8.156966228123053,-40.01924801525191,1159
715,-9.608269652091227,-36.28452137988042,1422
716,-31.42397893470028,-44.92894898146259,483
717,-25.186382192552788,-35.922976876123926,1231
718,5.05416015893694,-60.03720062605832,309
719,-25.77782752954496,-51.84505769746371,1182
720,-4.050241205535588,-43.45831251115285,1091
721,-16.025697254055082,-51.36158591480597,693
722,3.411087636710631,-51.64659581682905,840
723,-26.647598973402527,-45.623317569352906,707
724,-4.085616151238286,-50.68827496767118,1559
725,-20.06536743851004,-62.008108517486846,1704
726,-26.68606783686252,-48.320346368864485,1141
727,-28.08757124011226,-53.6082129514949,1499
728,-14.670841201941643,-42.59924697270723,889
729,-1.649214095450381,-57.3078625722049,462
730,-1.4833882745297355,-60.60758902164472,844
731,-24.469505843031055,-53.24976144484716,1578
732,-13.440651752717963,-40.40978828388151,1416
733,-31.297559421071764,-41.16016353131897,1474
734,-9.739265054826625,-67.44054725616645,861
735,-4.8992276434000726,-55.88244579879518,360
736,-15.370737039326418,-46.4373147888208,357
737,5.308586321659586,-56.69675074861275,731
738,-2.7977978228891605,-34.22387759402622,992
739,-15.637169192435262,-63.9674648368951,1267
740,-22.117727063194245,-65.75153691829257,893
741,0.0633238107157074,-49.42659788041324,1648
742,-2.008588647820545,-50.42773815889806,973
743,-32.61995852257419,-47.40001216464407,1037
744,-21.41161014211361,-42.93431462450308,1405
745,-7.205261006447683,-50.31904337678529,1748
746,2.7275437263721543,-55.00931615343261,1544
747,-2.620589226574772,-57.5647724769342,834
748,-30.701232601326524,-37.1276675397173,944
749,-21.28153842487357,-41.72082045251784,1157
750,-25.741789957417048,-49.03298072106978,1308
751,-3.1960106299797264,-59.73799404130363,1365
752,-11.81948434145167,-58.25743949189273,1668
753,-10.953705755785355,-39.08407713313508,514
754,-29.33217398370057,-47.7065303875088,332
755,-9.67651075686883,-51.25843363806863,963
756,0.0499900343897445,-55.678903225581806,573
757,-3.689398917498133,-60.79907477989017,1229
758,-6.56153932295156,-42.83577181711591,765
759,-2.698551822923143,-51.64282684390643,1666
760,-20.088916087426888,-47.64787686226924,1327
761,-26.94660880941887,-36.63124402541578,791
762,-3.0222335237247737,-44.49063241858943,976
763,-28.540387049260453,-41.65967285675565,607
764,1.358219687029261,-48.14701795898087,1702
765,-31.15945373769886,-38.0861725322204,1530
766,-4.381103140247417,-45.70740862721343,746
767,-4.433873196298793,-50.14557981823956,566
768,-27.128204260426703,-73.98274447060888,845
769,-33.10142335411794,-52.64193260106102,1385
770,-12.139662422894672,-50.44640859038133,770
771,-10.70688607174354,-41.85341686442451,1615
772,-32.142039140333985,-69.82000113383906,590
773,-3.4975132057329703,-44.10660802792303,1706
774,-9.982217807312992,-41.791166106673074,1504
775,-4.82162211699327,-44.06219415053168,768
776,-7.426162814574645,-43.98790109451964,1457
777,-13.986677868240664,-44.47014455198568,682
778,-31.354279701344566,-51.89604687704833,1007
779,-2.391299871846412,-48.53509947238274,566
780,1.5613495261146726,-47.68254875181392,1709
781,0.8441296096152326,-47.86537040527924,1201
782,-24.665489925068847,-45.12275286730107,1272
783,-14.635889491637862,-40.28003053027784,829
784,2.9482097703176,-54.67651730454666,1516
785,4.698958595953872,-45.47004858615907,1028
786,-3.380670741866608,-49.29612833719623,1598
787,-12.335019656215705,-62.33343227875102,847
788,-14.663009341100995,-43.5785771934866,795
789,-19.918483806398186,-70.69336123701633,1350
790,-14.737947035859522,-55.944223406802585,996
791,-7.055541781982116,-39.62699305481073,1693
792,-18.96929545876838,-65.5789009931081,654
793,4.94969195727426,-46.849562841235525,1283
794,-3.282492490676442,-49.47331542108764,1690
795,-9.981985629993448,-38.8898641785029,1336
796,0.2289422984633118,-55.47450828526071,796
797,-30.71487990405272,-70.31436445996496,1020
798,-4.324787848986805,-35.70129799990306,1097
799,1.306424941600703,-51.54436436650323,968
800,-18.397660960767027,-35.790330160051965,1496
801,-0.2136119141630121,-57.08594183816172,1099
802,-19.492289343349803,-53.09140633829337,926
803,-26.13091805638954,-53.4425643339559,1279
804,3.806321565369833,-48.59744144001586,582
805,-30.855778547629782,-51.827483549478885,758
806,-3.917923122655252,-48.36810698714554,748
807,-2.3006750951273727,-38.72674048971574,604
808,-19.70505689885469,-71.51977492156158,563
809,-21.501358904403997,-35.85882739121141,583
810,-8.353362071293638,-64.44026524941712,1376
811,-5.998615418945928,-65.74532503421648,1077
812,-9.590278575144223,-47.0390137562932,1556
813,-19.93126169929092,-35.40954445963746,1093
814,-2.492059320580968,-42.950869180297104,426
815,-4.071264846267411,-47.547683201477845,1374
816,-23.127233762275303,-35.994273614512096,1390
817,-29.303006038466567,-69.83497632467794,1294
818,-24.38156214740052,-41.69323886629768,1550
819,-3.0001866975769467,-56.42113791838632,820
820,-27.27960267929741,-69.22683369461024,704
821,-8.082011981862802,-45.96444939818014,1671
822,-6.355896275479712,-38.74070633149134,1710
823,-20.47760836343541,-41.3582808639143,1674
824,-10.469439409238875,-53.155170753408726,757
825,-19.86933892387786,-34.34480984440257,591
826,3.206946014218911,-60.18381514995422,842
827,0.4069078902430085,-50.58392008204156,1782
828,-33.140305409883865,-46.821096892676806,993
829,-3.812026150249883,-48.85112731762587,1122
830,-9.589736896267532,-53.84659461296599,903
831,-17.267900140581805,-46.9908205953573,1524
832,-30.322864895599995,-34.58350629326341,1776
833,-12.403704336000656,-54.10178753083753,1714
834,-27.73245427401601,-72.50978474316348,1604
835,-10.872784228185417,-36.12196339736373,972
836,-25.045368936773528,-70.56333377824545,580
837,3.407691106579051,-50.68892223470269,1093
838,-3.693526844381141,-49.28484409121315,1238
839,-14.428561522094252,-34.26044425653315,905
840,-24.590874835002825,-41.85877206674709,1253
841,-9.214718549802942,-59.00441416458016,1564
842,-27.66931746291116,-40.44820543893551,1004
843,-24.46677564840101,-43.331326119361634,1227
844,-2.011299834312572,-59.13998275908843,911
845,-29.64289941771907,-34.50876423883939,1234
846,-27.695369589016885,-44.99458233400098,1616
847,-32.31291700716002,-42.71047512862933,1618
848,-30.604615208803324,-44.76400073609612,1186
849,-5.901820929249162,-54.65888709366152,532
850,-15.470725533051748,-63.66648774487753,1123
851,-13.368083008880216,-52.12703906557073,347
852,-6.91636602921256,-40.82240459618764,720
853,-27.80940063670578,-41.32976060055469,1085
854,-1.8245927269321265,-48.45421209297119,415
855,-14.637155072098585,-53.014580907300285,1274
856,-6.568007462512391,-55.47529236301651,1057
857,-13.194803235813916,-41.999839311268325,1467
858,-0.5525652270352168,-45.78093923409523,1588
859,-5.434043553934941,-38.40086875421589,1239
860,-30.73117725336057,-52.079085137677126,675
861,-18.18195494981517,-36.33770951695667,1167
862,-11.753479232913197,-53.71891242695056,1303
863,-29.88077213513504,-48.55099216244226,1181
864,-24.77965827689315,-38.692164244284,858
865,-6.212087129945855,-44.733294836693965,1377
866,-10.267578311221609,-35.59745250394589,1321
867,4.714696087556924,-46.13071061831194,989
868,4.728348650418898,-44.97049142484133,1678
869,-30.60148203694412,-35.686442865670124,1078
870,-18.407295403235075,-49.56710410938563,827
871,-13.067794892171197,-44.69653615972035,831
872,-2.613686821396957,-47.5727506842837,825
873,-12.857176653720709,-62.47050795078973,1563
874,-9.587895424612682,-70.2871047429095,1126
875,-23.06754705742333,-45.05649166583648,589
876,-5.8434655314320665,-67.7000838046473,534
877,-29.238634597393144,-43.94276968252635,1605
878,-21.41064897258516,-40.53113397762483,1799
879,-12.848814275546223,-48.10581265930436,934
880,5.232426929941692,-56.36864394207858,1076
881,-19.648189551210624,-62.47684025906296,860
882,0.4028029455438151,-48.63817845504619,1772
883,-8.79819005438689,-42.27611828437136,1327
884,-13.205188150981613,-43.19264955212242,1409
885,-5.155864772818861,-37.74043004291151,712
886,-18.407988072437256,-43.34962774013261,1564
887,-16.948369597319758,-51.965392927515495,1345
888,-2.85954661790133,-38.921263648497046,919
889,-19.350369212588355,-35.073625022056646,1183
890,-32.92154119429796,-42.05380176346051,1407
891,-3.9759671220154233,-36.47134297411196,1175
892,-13.669755675006067,-46.78473740755851,1422
893,-2.732565784098803,-41.64283272441252,1623
894,-7.833282445688448,-37.014438699817546,1612
895,-20.27881209983089,-50.399424313340766,1365
896,-4.383822627247016,-44.5892960719755,1121
897,-33.44216268243185,-38.7995051380746,1669
898,-3.425725910572,-40.67870412960425,1685
899,-2.4782493325843307,-47.732179847136166,1568
900,-4.156722534191278,-56.4171334695864,424
901,-23.160981965467784,-35.49990612582048,871
902,-27.274651224225558,-47.88849442109584,1518
903,1.450101452074665,-56.90874510741709,1671
904,-14.461541209316753,-40.22962929736273,1319
905,-13.73183352555512,-60.08928733870813,1428
906,-16.169162742398907,-45.178176915517525,1290
907,-5.182396324493041,-68.11273501727374,938
908,-2.5408257913980448,-50.81010414866834,1634
909,-24.67390234044431,-71.41436600857189,1749
910,2.604560106838054,-60.32179307514984,761
911,-30.58395865497396,-40.28278412770875,477
912,-32.888343144939746,-53.826367249368296,1009
913,-17.58890921282585,-52.55906099566551,1357
914,-32.477153906322705,-53.19659540801845,1013
915,-32.70868358211831,-36.18248317201224,1130
916,-9.940836035450504,-37.1162083964533,950
917,-31.36291678856345,-44.0118748193022,1306
918,-18.00175398219703,-35.286151781775104,1643
919,-25.229472826594105,-68.08364576847009,562
920,-9.079444703632449,-61.932403163020695,879
921,5.027764800564528,-54.17618693237243,1166
922,-4.678314489366395,-41.5904227682663,371
923,-7.037035724482734,-61.62008517342292,460
924,-6.597035803427879,-58.673545987144266,1006
925,-33.14421861318242,-35.333055872880564,1310
926,-2.752438470000546,-52.979389812990334,1455
927,0.2514665691537256,-45.20339053633788,1625
928,-10.270761991552902,-48.42463353922948,1087
929,-4.794378186183732,-51.90214861423645,863
930,-13.7388807494761,-40.752312123904645,1297
931,-3.3175354212935453,-55.940918618869695,1679
932,-7.959150167263198,-58.34309422713203,1531
933,4.864294111967535,-53.40991612960063,1731
934,-1.4820163780552251,-52.179835323915896,1249
935,-21.49955068262279,-48.25057699899477,554
936,-29.33225447744833,-38.84568504514564,1719
937,-16.780897958069986,-34.34526039051044,346
938,-12.8133484779417,-40.269993520103554,902
939,-10.069406911428768,-42.82866992408477,1500
940,0.5336131595781488,-55.12967923640343,1437
941,-10.377446137167048,-44.193585728148406,1790
942,-2.321550895943115,-44.06621351757457,913
943,-14.047664043753718,-36.53977737443048,654
944,-13.73563842124243,-41.10062020722714,1564
945,-2.9018449527132137,-53.62671057656736,1678
946,-32.86478258106603,-39.91218805591106,731
947,-17.735241633533377,-39.08278819780685,625
948,-22.40770883507202,-50.553102596538025,596
949,-20.575534152760685,-61.33537967978397,1472
950,-6.05555795596832,-58.97278090583493,1121
951,-15.428709926976255,-45.52785862317159,1741
952,-7.056863936923673,-62.30191743762713,1511
953,-20.768032782107507,-62.73488035661384,1248
954,-3.940061715108216,-43.09833659148348,1404
955,-20.343917016576786,-53.76900860981954,1467
956,-9.486249672371358,-44.57754204492535,1332
957,-5.764445078125565,-37.88077160886508,820
958,-31.23924343962389,-51.40224983927335,1444
959,-11.264967780574992,-71.55914624451539,951
960,-24.07049698858189,-53.63137226704532,841
961,5.123800730877584,-48.75560843460176,1654
962,-18.78228709798993,-46.32633000473525,719
963,-0.7362323029974025,-56.55262629030406,1474
964,-4.295128467315301,-39.602749316790366,791
965,-16.099667789432317,-40.780707506645065,449
966,-3.2468171715008527,-39.127940821074255,1753
967,-14.513504528508395,-39.33055924270968,429
968,-25.50731827025316,-65.25941271945797,395
969,-7.69975516660044,-44.50543710625064,713
970,-13.958674944633149,-52.72633298723042,1590
971,-19.878934842488253,-39.38075423927936,721
972,-21.64416596946979,-51.407950151394864,955
973,-12.256920314678208,-50.11698634024431,896
974,-7.642185060432053,-43.69011386714136,1361
975,-18.08572317745159,-37.60887181379283,847
976,-10.572569839252695,-43.42013552893486,1783
977,-7.694059957191711,-51.62033035519818,1341
978,3.368414400578885,-60.22994023799394,994
979,-2.9669585005715984,-39.31674775954765,865
980,2.672992921159768,-60.16829151298516,670
981,-14.438715754499924,-45.52016787853654,347
982,3.290430215060244,-56.26673976280695,1673
983,-24.66011740451831,-48.00581056696536,1240
984,-9.622392518603338,-40.21931915859268,895
985,-2.398865277801942,-57.84725540973885,637
986,-10.110777925445738,-38.6054995064629,1248
987,-1.5948587367302005,-60.56091262120944,1369
988,-21.902045089090212,-67.81790318606966,1688
989,-18.649060025246367,-36.64233881458904,1697
990,-27.31552953006832,-69.40227482195732,652
991,-21.42917175694604,-63.73946548522159,1586
992,-20.77234376609908,-37.271116376371424,944
993,0.698453451135097,-53.468826630106726,956
994,-6.743307603791532,-34.521430383602365,1494
995,-14.886365190046265,-39.64380523980432,817
996,-12.495302161972454,-41.55469442975304,1259
997,-33.68264544944925,-40.89499449600934,1151
998,-3.0566508062771547,-61.998489454203934,864
999,-24.97215007075748,-37.85115943131413,804
1000,-3.1866726086556056,-58.0163118904812,1488
1001,1.750517033732148,-44.6984434884896,1103
1002,4.572802411035784,-52.92194609003872,1014
1003,-18.205889568373895,-51.90862775250843,1516
1004,-32.7827499737372,-51.49310214723803,1366
1005,-31.985109856949585,-62.84011791987619,1239
1006,-3.500227536347566,-41.50946778078945,1148
1007,-13.882507609914544,-42.57071918412885,1719
1008,-14.072337124729078,-68.50707080898536,1009
1009,-11.016911209528004,-45.26866326826229,472
1010,-33.89844588948159,-39.24441038829261,1400
1011,-15.184080339024424,-43.44730751642772,1575
1012,-10.562732855318082,-61.5861314663628,1238
1013,-21.171990134685394,-39.14280158661165,777
1014,-4.557883576375264,-61.482936798776265,1538
1015,-28.96733604704276,-45.80744442700788,1064
1016,-8.18627466190799,-41.20423392250099,702
1017,3.798644501435989,-60.9038902391796,1367
1018,-25.834380174724743,-70.55689327781786,809
1019,-24.86541064480357,-45.26742286229484,780
1020,-7.15895106205436,-73.59993744913461,1312
1021,-7.300940278390278,-61.44559714999281,1349
1022,-20.80325578209009,-49.05647716721751,1076
1023,-17.80675279374544,-46.54287661397436,1784
1024,-19.213387364625756,-68.1619062103514,1415
1025,-9.014065240006556,-40.55536093315131,653
1026,-26.55312676269341,-49.9428591627673,1183
1027,-25.59458109767065,-38.360394759812735,1760
1028,-3.796581638965837,-47.86327048273117,1144
1029,-16.59467406016147,-38.955250190574205,1177
1030,-27.950050753903447,-44.77615320979414,1497
1031,-14.500492984242204,-58.85969270464221,1011
1032,-3.2201385704508017,-52.000490199150136,844
1033,-24.71312298182989,-51.47726492359044,1340
1034,-18.48309446597727,-46.30492048291391,1733
1035,0.3616542580424937,-60.61642617078341,1504
1036,-31.24593312451264,-38.54426250098737,1200
1037,-10.518457224519796,-73.89663530630628,1773
1038,-26.41710277049383,-69.15062047153879,1666
1039,-27.883558423815774,-49.51402771890973,1177
1040,-6.304348721844866,-40.54499018568175,1140
1041,-18.27211101062221,-53.1721812184286,1578
1042,-27.145703096992108,-45.28855944723898,620
1043,-21.612529755414272,-42.221696296399074,889
1044,-28.245531098083003,-45.98162439417079,1123
1045,-17.62997515792268,-37.32344263252219,1651
1046,-32.47448242621378,-50.44466548342341,1201
1047,-20.160341345261934,-47.89141647971863,824
1048,-28.051586163705643,-53.07165098913262,1182
1049,-32.55980956711466,-39.45300135521647,1600
1050,-2.134957822046191,-60.69024163891994,1252
1051,-15.31480270279362,-36.00691910318444,1592
1052,-14.68376939377185,-46.1378951051694,431
1053,-13.0220391096845,-37.00881523075019,1399
1054,-3.369537782984582,-57.619071565093655,790
1055,1.4974871840475714,-50.5070560662825,1550
1056,-2.2581007305361904,-40.794879637494205,466
1057,-33.79492348629459,-42.11025460093215,1086
1058,-28.02838309291183,-35.98808749208122,1469
1059,-3.850595987916541,-60.07512481014769,662
1060,-32.66367384336106,-45.14130094165117,911
1061,-2.094860313220554,-39.792998454777646,1795
1062,-32.076155270936724,-34.70322275912534,1352
1063,-23.80143510832777,-40.86167020260461,1665
1064,-32.813026003449004,-53.12814211911565,1533
1065,-25.060167244140253,-64.42850872357135,1800
1066,-2.0054618182375297,-42.38209254018924,614
1067,-33.69176563343657,-64.27976353591328,1739
1068,-6.793637474054785,-37.95772540071545,1324
1069,-5.016011213417707,-51.09057531809079,1616
1070,-1.9324198976110736,-60.85946372149943,1404
1071,-8.131235307473846,-50.25043531004928,489
1072,-8.93252973973821,-39.004049094786495,1341
1073,-5.274599997131762,-45.32356682128907,554
1074,-6.008807248028212,-64.88628027218384,960
1075,-28.666964098592945,-39.106807453829816,1181
1076,-9.250369011534357,-53.09293772211465,1379
1077,-9.207321274522554,-38.74370170856981,1516
1078,0.4441332008496328,-57.05734158795085,733
1079,-33.70705757965848,-46.12727113636132,585
1080,-32.99781266782673,-43.83189010187021,1099
1081,-3.607202312187245,-47.60257087109562,1409
1082,-3.6816278973922314,-50.95473747228715,708
1083,-16.78851867368066,-37.54840391032416,883
1084,-26.7426143576384,-42.44312775687807,747
1085,-3.652930193376301,-34.930671741944224,1666
1086,-30.05174173163636,-67.78236622317102,793
1087,-32.513598754186056,-38.05634138414152,901
1088,-13.570861752065063,-52.551112095568186,759
1089,-25.4450499172553,-41.3799126352791,847
1090,-26.362744496971857,-50.90914383900783,1378
1091,-2.562329267908789,-55.87420043335934,1561
1092,-30.20904954203177,-36.54760230359015,1259
1093,-5.126849390339686,-59.28595138246611,1563
1094,-4.225033877148999,-42.42996720034815,1160
1095,-13.64970413291525,-68.22365345975899,1240
1096,-5.585468316320259,-52.81488224527311,1377
1097,-7.849954632196702,-43.96721276652205,1487
1098,-11.756304296474411,-40.76059173448364,1523
1099,-3.242487811199064,-52.48305363062179,1788
1100,-9.570170150382406,-44.18332871706887,1027
1101,-6.209320792872266,-58.79250608736776,1267
1102,-20.958515751088484,-39.26151378167535,1620
1103,-23.57647657669895,-43.1824022494992,946
1104,-30.807233176482647,-43.39588212529687,1502
1105,-23.08478831433719,-61.14526928714061,1295
1106,-21.505086640185013,-39.54952498406848,1379
1107,4.726338936894598,-51.29317481609502,1779
1108,-24.392209500760664,-48.18338030979355,1609
1109,-0.9427780024198072,-57.730991353407525,931
1110,-2.6033951736591145,-44.45442005121413,1401
1111,-22.29730850356456,-42.9985174420949,1577
1112,-4.530207324251329,-45.24177899450487,323
1113,-18.6921258637698,-38.152895377262105,1036
1114,-26.07587911117569,-48.96786502631095,1521
1115,-0.5882283687349599,-53.46204166584483,1340
1116,0.7235727895321302,-52.4526088739674,1726
1117,-14.520312697021646,-54.269318142673725,1556
1118,2.150294297030878,-48.99523530023596,1676
1119,-17.847989169452372,-48.6787908040497,1747
1120,1.7074911445974976,-45.10601867366735,1799
1121,1.1267206510717989,-60.29356699240081,320
1122,-1.284488601278491,-57.3690963647643,1085
1123,-15.30062013940244,-50.20997768834166,1005
1124,5.132393975410233,-60.548065239936655,1765
1125,-26.883917408537958,-67.40364647135183,1190
1126,-8.042712018587066,-42.12536839137945,466
1127,-9.3667684904236,-42.99170276263518,1406
1128,1.5455595630992107,-45.15948438044382,979
1129,-3.332732625675144,-44.80305436229403,1534
1130,-2.757827276124866,-38.2977739475553,596
1131,-16.50629716526169,-37.30280405994794,663
1132,-1.329421985454072,-50.62089254253996,554
1133,-13.409430080927788,-37.17315665733558,1012
1134,-31.21145448782608,-41.46416662316792,1683
1135,-16.269370280912444,-67.11651946568283,1716
1136,-4.306252076194546,-38.68876582176596,1732
1137,-3.3284294272342905,-43.90446627214884,1522
1138,-13.01523814104048,-40.24413864074143,1704
1139,-29.380220362543312,-53.70615249168586,956
1140,-31.011634583950013,-34.47559545343371,755
1141,-13.55215460010043,-56.30906477080552,1280
1142,0.9969015420565644,-53.41524526762094,754
1143,1.7023109119565394,-52.04837081876504,1621
1144,-28.06847433410284,-52.139341787892405,1426
1145,-5.346464658226921,-71.60578695669238,1682
1146,-28.537204753261275,-34.60598253586027,930
1147,-15.369032543813038,-34.91101243217416,1261
1148,-20.881270504098044,-42.31117792341912,843
1149,-33.43530806211477,-49.988323134635344,1632
1150,-3.370627337547995,-47.58208917464299,1431
1151,-33.43400435017439,-38.14636316427967,752
1152,-4.252730625676776,-53.70718541039965,694
1153,-2.9044335970204784,-48.44873043695684,1651
1154,-17.147929073866838,-53.151333667621344,1380
1155,-7.017888434559757,-56.26314841384429,898
1156,-0.1761943514212154,-45.0922024511718,1030
1157,-28.21575348760685,-49.65691679347082,1657
1158,-15.604102777110969,-38.29228371289755,1112
1159,-8.839355061244412,-61.4087529135222,631
1160,-5.856409087732375,-35.67886042370208,831
1161,-8.39121743361261,-71.2854403035234,1086
1162,-12.113956708145547,-72.32595295340053,1366
1163,-32.04905229137665,-53.69941861705992,478
1164,-33.52780128331413,-42.38496344651148,1590
1165,-13.431428273974982,-45.19891861631055,1701
1166,-5.0527571884693305,-46.326159806200906,1008
1167,-3.695524706442889,-45.60513674370783,558
1168,-6.11170259307713,-37.47270210998892,964
1169,-16.34033754851906,-35.46639436472348,1596
1170,-9.048477115133911,-64.07559558786755,1547
1171,-21.05593335874732,-61.61003615530742,1180
1172,-3.610465362493291,-57.57969784878133,1510
1173,-3.640135883399557,-53.660511829909744,1577
1174,-4.667567174216746,-35.562747285363514,1380
1175,-7.748870089484232,-37.22747877200843,1388
1176,-7.567236121651048,-50.74294036214154,1222
1177,-25.54480638846759,-61.01488012624076,1089
1178,-29.614703469770017,-41.677128127633765,1144
1179,-28.434121462755694,-37.48248379881518,1367
1180,-6.829022452200078,-34.19967961415436,1322
1181,-6.99942761102424,-42.569365527357085,674
1182,-1.592501635127054,-60.23416220979984,1556
1183,-14.28880408245888,-73.39922920924307,1190
1184,-5.307653018714497,-64.37751300331757,1342
1185,-14.372203526207484,-45.91702657019512,1184
1186,-27.43681259473346,-42.81774180596322,1693
1187,-6.115291593450788,-41.51518779052601,428
1188,-18.710040425894675,-64.69893030623686,709
1189,-8.605428048441834,-73.44069823706505,680
1190,-31.88880888364113,-46.32214731379553,1404
1191,-26.1895133246673,-53.00639962932012,1290
1192,-29.778163500307446,-43.74355121495493,1454
1193,-10.44054743489888,-38.37902948880932,1192
1194,-30.24665579533958,-34.942203776311835,688
1195,-26.56465536327489,-67.97973218295527,1221
1196,3.706931988732565,-49.5228456654235,1063
1197,-3.7338884636353686,-57.02723382242601,1178
1198,-32.0077514155821,-47.4655399714088,560
1199,-26.487209423463938,-39.44920466938769,861
1200,-9.903489504537228,-48.61771527537318,861
1201,-0.6072822890185723,-53.68967467336435,590
1202,-16.88916041676085,-35.55264040682103,1698
1203,-12.295409447914182,-40.15457478984496,1717
1204,-25.68039643873818,-52.551866186345634,468
1205,-20.227498190811303,-53.31505745677027,1764
1206,-22.90890087924128,-43.50529030505815,1700
1207,-12.231067731115983,-39.60083073998079,750
1208,-3.39794378187036,-38.89026449287837,632
1209,-26.63249917341908,-42.50246550828001,1375
1210,-1.6940946517946855,-54.72673381090477,1401
1211,5.0011357004456105,-52.7162430883185,1644
1212,4.609515432770081,-60.86137398798631,1763
1213,-11.50227178772808,-61.14674800083309,1196
1214,-3.722911387553836,-41.30140191388648,650
1215,-14.142317698771755,-38.52677498514338,648
1216,-18.18112177961906,-46.36023521624272,1745
1217,-2.6177793460574152,-46.648804943391085,1375
1218,-23.50046385713416,-34.92571784263866,1104
1219,-14.87779225710342,-44.261824483106,1359
1220,-9.343705675431682,-51.23285827452378,700
1221,-12.605582907268008,-65.22449260976066,1450
1222,-23.11356855216789,-39.82584821131004,574
1223,-11.91912557121941,-42.58965341174465,1649
1224,-18.871676790136952,-49.76603515263447,1002
